"","id","host_id","host_listings_count","latitude","longitude","accommodates","bathrooms","beds","price","minimum_nights","maximum_nights","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_l30d","review_scores_rating","instant_bookable","calculated_host_listings_count","reviews_per_month","d_TV","d_hot_tub","d_wifi","d_gym","d_sound_system","d_dishwasher","d_pool","d_balcony","d_fridge","d_stove","d_coffee_machine","d_good_view","d_hair_dryer","d_air_conditioner","d_breakfast","d_wardrobe","f_property_type","f_neighbourhood_group_cleansed","f_neighbourhood_cleansed","d_host_is_superhost","d_host_identity_verified","d_host_has_profile_pic","n_days_since","f_bathroom","f_number_of_reviews","f_minimum_nights","accommodates2","ln_accommodates","ln_accommodates2","ln_beds","ln_number_of_reviews","ln_days_since","ln_days_since2","ln_days_since3","n_days_since2","n_days_since3","ln_review_scores_rating"
"8020",568418322177292352,297980764,4,34.03107,-118.19083,4,1,1,149,2,60,1,28,58,88,327,39,2,4.72,1,3,4.12,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,"Entire Unit","Unincorporated Areas","East Los Angeles",0,1,1,283,2,2,2,16,1.38629436111989,1.92181205567281,0,3.68887945411394,5.64897423816121,31.910909943409,180.2639081866,80089,22665187,1.55180879959746
"8021",568521658963134976,107434423,4573,34.1415729,-118.3677926,2,1,1,131,31,1125,1,14,44,74,349,0,0,0,0,693,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Studio City",0,1,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"8022",568522085810235520,107434423,4573,34.1129574,-118.2686962,2,1,1,153,31,1125,1,0,0,0,273,0,0,0,0,693,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Los Feliz",0,1,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"8023",570310763466972864,402429592,3,34.00608,-117.97891,3,1,1,148,3,365,1,11,18,19,294,3,0,3,0,3,0.33,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,"Entire Unit","Unincorporated Areas","Hacienda Heights",0,1,1,275,2,2,3,9,1.09861228866811,1.20694896081258,0,1.38629436111989,5.62040086571715,31.5889058913541,177.542314018824,75625,20796875,1.09861228866811
"8024",570385500661440640,221920567,1,34.16195,-118.25797,4,2,2,260,2,365,1,24,54,84,359,22,0,4.68,0,1,2.42,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,"Entire Unit","Other Cities","Glendale",0,1,1,272,3,2,2,16,1.38629436111989,1.92181205567281,0.693147180559945,3.13549421592915,5.60947179518496,31.4661738209756,176.50861455115,73984,20123648,1.54329810992956
"8025",570436021640067904,422098426,9,34.07989,-117.95081,2,1,1,81,2,90,1,18,44,74,334,47,2,4.81,0,9,4.96,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,"Entire Unit","Other Cities","Baldwin Park",1,1,1,283,2,2,2,4,0.693147180559945,0.480453013918201,0,3.87120101090789,5.64897423816121,31.910909943409,180.2639081866,80089,22665187,1.57069708411767
"8026",572375759854775040,88999697,1,34.14724,-118.36182,2,1,1,99,30,180,1,26,56,86,360,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Toluca Lake",0,0,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"8027",572411618098899968,224043292,1,34.09494,-118.3712,4,1,2,142,2,365,1,13,37,67,67,20,1,4.45,1,1,2.15,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,"Entire Unit","Other Cities","West Hollywood",0,1,1,278,2,2,2,16,1.38629436111989,1.92181205567281,0.693147180559945,3.04452243772342,5.63121178182137,31.7105461317238,178.568800984953,77284,21484952,1.49290409617815
"8028",572416383930665856,409182550,1,34.05959,-118.44217,5,2,3,414,5,365,1,6,17,46,46,22,1,4.95,0,1,2.65,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,"Apartment","City of Los Angeles","Westwood",1,1,1,248,3,2,3,25,1.6094379124341,2.59029039398023,1.09861228866811,3.13549421592915,5.51745289646471,30.4422864647068,167.963881629705,61504,15252992,1.5993875765806
"8029",572431702547165184,447256511,2,34.15019,-118.24979,6,2,3,632,2,1125,1,5,35,65,100,1,0,5,0,2,0.11,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,"Entire Unit","Other Cities","Glendale",0,1,1,262,3,2,2,36,1.79175946922805,3.2104019955684,1.09861228866811,0.693147180559945,5.57215403217776,31.0489005583149,173.009256440701,68644,17984728,1.6094379124341
"8030",568786062091852288,445687411,6,34.0982,-118.33779,4,1,2,126,3,365,1,10,35,65,340,9,2,4.56,0,6,1.13,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,"Apartment","City of Los Angeles","Hollywood",0,1,1,238,2,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,2.30258509299405,5.47646355193151,29.9916530356343,164.248194711827,56644,13481272,1.51732262352629
"8031",572436499647344128,48005494,1521,34.09336,-118.32022,6,2.5,3,176,31,731,1,14,28,58,333,2,0,5,0,139,0.25,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,"Apartment","City of Los Angeles","Hollywood",0,1,1,240,3,2,3,36,1.79175946922805,3.2104019955684,1.09861228866811,1.09861228866811,5.48479693349065,30.0829974016285,164.999131898659,57600,13824000,1.6094379124341
"8032",572442051911992896,195276485,2,34.09462,-118.37332,4,1,2,124,2,365,1,12,39,69,69,24,2,4.67,1,2,2.59,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,"Loft","Other Cities","West Hollywood",0,1,1,277,2,2,2,16,1.38629436111989,1.92181205567281,0.693147180559945,3.2188758248682,5.62762111369064,31.6701193992566,178.22743260436,76729,21253933,1.54115907168081
"8033",568808927112400128,446392035,1,33.99164,-118.44083,2,2,1,200,30,60,1,13,43,73,128,1,1,5,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,"Loft","City of Los Angeles","Del Rey",0,1,1,17,3,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,2.89037175789616,8.35424889884376,24.1468850756531,289,4913,1.6094379124341
"8034",568836273366423616,16760875,7,34.10438,-118.33955,4,1,2,158,3,365,1,9,33,63,338,15,1,4.47,0,6,1.72,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,"Apartment","City of Los Angeles","Hollywood Hills",0,1,1,260,2,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,2.77258872223978,5.56452040732269,30.9638873635107,172.299183124297,67600,17576000,1.49738840862548
"8035",571189209242662464,446996553,1,34.15066,-118.24098,4,1.5,3,200,30,150,1,0,4,34,308,7,0,5,0,1,0.84,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,"Condominium","Other Cities","Glendale",1,1,1,248,2,2,3,16,1.38629436111989,1.92181205567281,1.09861228866811,2.07944154167984,5.51745289646471,30.4422864647068,167.963881629705,61504,15252992,1.6094379124341
"8036",571304098908474880,77561434,48,34.1416,-118.14552,2,1,1,197,28,1125,1,0,0,0,265,0,0,0,0,40,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,"Entire Unit","Other Cities","Pasadena",1,1,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"8037",568840146309278272,16760875,7,34.0636,-118.24773,4,1,1,185,2,365,1,30,60,90,365,2,0,4,0,6,0.31,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,"Apartment","City of Los Angeles","Downtown",0,1,1,191,2,2,2,16,1.38629436111989,1.92181205567281,0,1.09861228866811,5.25749537202778,27.6412575868935,145.323783840121,36481,6967871,1.38629436111989
"8038",568855610234479360,7308991,5,34.03261,-118.44018,3,1.5,1,196,3,365,1,7,7,13,288,1,0,5,0,2,0.11,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,"Condominium","City of Los Angeles","Sawtelle",0,1,1,270,2,2,3,9,1.09861228866811,1.20694896081258,0,0.693147180559945,5.6021188208797,31.3837352832546,175.815414099827,72900,19683000,1.6094379124341
"8039",572498671248087168,446578630,1,34.09162,-118.34414,4,1,2,185,1,365,1,15,45,74,349,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Entire Unit","Other Cities","West Hollywood",0,1,1,0,2,1,1,16,1.38629436111989,1.92181205567281,0.693147180559945,0,0,0,0,0,0,-Inf
"8040",568863841955633280,16760875,7,34.10246,-118.34948,5,1,3,144,2,365,1,17,47,77,352,21,1,4.48,1,6,2.49,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,"Apartment","City of Los Angeles","Hollywood",0,1,1,252,2,2,2,25,1.6094379124341,2.59029039398023,1.09861228866811,3.09104245335832,5.53338948872752,30.6183992339602,169.423528482858,63504,16003008,1.49962304642689
"8041",571430698376356416,263502162,2879,33.9896,-118.44174,2,1,1,133,30,1125,1,0,21,51,326,1,0,2,1,34,0.11,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,"Entire Unit","City of Los Angeles","Del Rey",0,1,1,265,2,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,5.5834963087817,31.1754310301789,174.067904081682,70225,18609625,0.693147180559945
"8042",572503699871867648,205333524,46,34.00233,-118.47103,4,1,2,143,2,365,1,28,54,82,357,20,2,4.45,1,40,2.3,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,"Entire Unit","Other Cities","Santa Monica",0,1,1,260,2,2,2,16,1.38629436111989,1.92181205567281,0.693147180559945,3.04452243772342,5.56452040732269,30.9638873635107,172.299183124297,67600,17576000,1.49290409617815
"8043",572503772793301824,8681903,1,33.92357,-118.35508,3,1,1,139,3,60,1,3,3,3,3,13,1,4.69,0,1,1.59,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,"Condominium","Other Cities","Hawthorne",0,1,1,244,2,2,3,9,1.09861228866811,1.20694896081258,0,2.63905732961526,5.50125821054473,30.2638418990858,166.489208729973,59536,14526784,1.54543258245819
"8044",568914211529531840,305612913,3,34.09216,-118.34235,4,1,2,115,1,365,1,12,41,71,341,38,2,4.53,0,3,4.24,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"Entire Unit","City of Los Angeles","Hollywood",0,1,1,268,2,2,1,16,1.38629436111989,1.92181205567281,0.693147180559945,3.66356164612965,5.59471137960184,31.3007954210463,175.118916332717,71824,19248832,1.51072193949494
"8045",571703343668498880,316123511,41,33.95796,-118.38586,4,2,2,163,30,1125,1,30,60,90,98,0,0,0,1,26,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Westchester",0,1,1,0,3,1,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0,0,0,0,0,0,-Inf
"8046",572523643187794176,891818,121,34.02757,-118.48933,3,1,2,160,31,365,1,0,21,51,141,3,0,5,1,121,0.49,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,"Entire Unit","Other Cities","Santa Monica",1,1,1,184,2,2,3,9,1.09861228866811,1.20694896081258,0.693147180559945,1.38629436111989,5.22035582507832,27.2521149404292,142.265736974974,33856,6229504,1.6094379124341
"8047",572531145741544832,205333524,46,34.00092,-118.47256,4,1,2,152,2,365,1,4,27,40,302,20,1,4.45,1,40,2.21,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Venice",0,1,1,270,2,2,2,16,1.38629436111989,1.92181205567281,0.693147180559945,3.04452243772342,5.6021188208797,31.3837352832546,175.815414099827,72900,19683000,1.49290409617815
"8048",572539933611143616,196650158,6,34.08478,-118.18605,5,1,3,119,30,365,1,30,39,39,231,2,0,5,0,6,0.41,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,"Entire Unit","City of Los Angeles","El Sereno",1,1,1,147,2,2,3,25,1.6094379124341,2.59029039398023,1.09861228866811,1.09861228866811,4.99721227376411,24.9721305090587,124.791037081908,21609,3176523,1.6094379124341
"8049",573579321380073664,179046727,1,34.06129,-118.24976,2,1,1,120,30,1125,1,29,59,89,364,1,0,5,0,1,0.35,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,"Entire Unit","City of Los Angeles","Downtown",0,1,1,85,2,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,4.45434729625351,19.8412098356409,88.3796393857857,7225,614125,1.6094379124341
"8050",573698264376737728,107434423,4573,33.971923,-118.4278565,2,1,1,225,31,1125,1,0,0,0,249,0,0,0,0,693,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Playa Vista",0,1,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"8051",573698611272824192,107434423,4573,33.971923,-118.4278565,2,1,1,221,31,1125,1,0,0,21,296,1,0,5,0,693,0.15,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Playa Vista",0,1,1,193,2,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,5.26785815906333,27.7503295840101,146.184800115824,37249,7189057,1.6094379124341
"8052",569061106074234880,57298346,1,34.04602,-118.25032,3,1,1,110,30,365,1,30,60,90,365,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,"Loft","City of Los Angeles","Downtown",0,1,1,0,2,1,3,9,1.09861228866811,1.20694896081258,0,0,0,0,0,0,0,-Inf
"8053",574748025688913920,70527768,4,33.89745,-118.36084,4,2,2,100,30,300,1,0,0,0,249,2,0,5,1,2,0.24,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,"Condominium","Other Cities","Lawndale",0,1,1,245,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,1.09861228866811,5.50533153593236,30.3086753205314,166.859306054456,60025,14706125,1.6094379124341
"8054",574992145007156352,52124468,1,34.04165,-118.25038,2,1,1,100,30,180,1,0,26,56,331,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,"Loft","City of Los Angeles","Downtown",0,1,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"8055",575232881641549824,107434423,4573,33.8297445,-118.3756414,6,2,3,288,31,1125,1,0,0,0,0,0,0,0,0,693,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,"Entire Unit","Other Cities","Redondo Beach",0,1,1,0,3,1,3,36,1.79175946922805,3.2104019955684,1.09861228866811,0,0,0,0,0,0,-Inf
"8056",575233308337895424,107434423,4573,34.1902354,-118.5920167,4,2,2,225,31,1125,1,0,0,0,158,0,0,0,0,693,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Canoga Park",0,1,1,0,3,1,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0,0,0,0,0,0,-Inf
"8057",575264040095203008,384538646,21,34.1462,-118.25244,4,2,2,289,10,365,1,0,0,0,93,3,0,4.67,0,18,0.34,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,"Entire Unit","Other Cities","Glendale",1,1,1,263,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,1.38629436111989,5.57594910314632,31.0912084008782,173.362995598612,69169,18191447,1.54115907168081
"8058",573972406360624576,24271549,12,34.05192,-118.42058,4,1,2,185,1,21,1,24,54,84,359,9,1,3.78,1,8,1.02,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,"Condominium","City of Los Angeles","Century City",0,1,1,264,2,2,1,16,1.38629436111989,1.92181205567281,0.693147180559945,2.30258509299405,5.57972982598622,31.1333849310002,173.715876483412,69696,18399744,1.3297240096315
"8059",575384126844892672,415840703,56,34.09109,-118.3503,2,1,1,170,31,1125,1,0,0,0,22,3,1,4.67,0,11,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Apartment","Other Cities","West Hollywood",1,1,1,222,2,2,3,4,0.693147180559945,0.480453013918201,0,1.38629436111989,5.40717177146012,29.2375065660752,158.092220171961,49284,10941048,1.54115907168081
"8060",573973852631514304,49874443,1,33.98058,-118.45782,2,1,1,220,5,365,1,10,11,28,28,7,1,5,0,1,0.87,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"Entire Unit","Unincorporated Areas","Marina del Rey",0,0,1,240,2,2,3,4,0.693147180559945,0.480453013918201,0,2.07944154167984,5.48479693349065,30.0829974016285,164.999131898659,57600,13824000,1.6094379124341
"8061",572567450298428224,205333524,46,34.00243,-118.47289,4,1,1,155,2,365,1,8,17,41,305,23,2,4.39,1,40,2.72,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,"Condominium","Other Cities","Santa Monica",0,1,1,253,2,2,2,16,1.38629436111989,1.92181205567281,0,3.17805383034795,5.53733426701854,30.6620707846977,169.786135253855,64009,16194277,1.47932922708708
"8062",574034457679749760,19232753,1,34.08191,-118.37504,4,2.5,2,595,4,1125,1,8,25,40,315,28,4,5,1,1,3.17,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,"Loft","City of Los Angeles","Beverly Grove",1,1,1,264,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,3.36729582998647,5.57972982598622,31.1333849310002,173.715876483412,69696,18399744,1.6094379124341
"8063",575397945599022976,447662632,7,33.98417,-118.44167,6,1,3,190,3,365,1,30,60,90,90,13,1,4.38,0,5,1.6,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Del Rey",0,1,1,242,2,2,3,36,1.79175946922805,3.2104019955684,1.09861228866811,2.63905732961526,5.49306144334055,30.1737240203145,165.746120017988,58564,14172488,1.47704872438835
"8064",575425816685767232,17478479,5,34.02281,-118.41267,4,1,3,225,3,365,1,30,60,90,365,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,"Entire Unit","City of Los Angeles","Palms",0,1,1,0,2,1,3,16,1.38629436111989,1.92181205567281,1.09861228866811,0,0,0,0,0,0,-Inf
"8065",575431010379112320,377558714,32,34.10348,-118.34182,3,1,1,155,1,365,1,5,31,61,336,9,0,4.11,0,32,1.03,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,"Apartment","City of Los Angeles","Hollywood",0,1,1,262,2,2,1,9,1.09861228866811,1.20694896081258,0,2.30258509299405,5.57215403217776,31.0489005583149,173.009256440701,68644,17984728,1.41342302850814
"8066",575456874456723968,35259467,1,34.025345,-118.404305,2,1,1,130,30,1125,1,13,13,26,90,1,0,5,0,1,0.23,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,"Condominium","City of Los Angeles","Palms",0,1,1,129,2,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,4.86753445045558,23.6928916263719,115.325966222276,16641,2146689,1.6094379124341
"8067",574058337263804352,354196415,2,34.04886,-118.24722,4,1,1,189,2,1125,1,19,49,76,166,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,"Loft","City of Los Angeles","Downtown",0,1,1,0,2,1,2,16,1.38629436111989,1.92181205567281,0,0,0,0,0,0,0,-Inf
"8068",574134893452240576,447647689,1,34.14309,-118.25674,4,2,2,350,10,30,1,30,60,89,89,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,"Condominium","Other Cities","Glendale",0,1,1,0,3,1,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0,0,0,0,0,0,-Inf
"8069",572643644720837632,237330463,1,33.76615,-118.19691,3,1,2,125,21,365,1,0,12,21,265,12,2,5,0,1,1.45,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,"Condominium","Other Cities","Long Beach",1,1,1,248,2,2,3,9,1.09861228866811,1.20694896081258,0.693147180559945,2.56494935746154,5.51745289646471,30.4422864647068,167.963881629705,61504,15252992,1.6094379124341
"8070",574163279053316736,25147343,26,33.99156,-117.91791,3,1.5,1,104,2,1125,1,11,41,71,346,13,0,4.85,1,21,1.54,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,"Entire Unit","Other Cities","Industry",0,1,1,253,2,2,2,9,1.09861228866811,1.20694896081258,0,2.63905732961526,5.53733426701854,30.6620707846977,169.786135253855,64009,16194277,1.57897870494939
"8071",575521056450451840,1534515,5,33.99348,-118.41701,2,1,1,66,30,365,1,30,48,58,147,1,0,5,0,4,0.14,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,"Entire Unit","City of Los Angeles","Del Rey",0,1,1,220,2,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,5.39816270151775,29.1401605520574,157.303327808355,48400,10648000,1.6094379124341
"8072",572659709536998592,187543153,70,33.98275,-118.39311,4,1,3,195,6,365,1,11,11,11,11,0,0,0,0,56,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,"Entire Unit","Other Cities","Culver City",0,1,1,0,2,1,3,16,1.38629436111989,1.92181205567281,1.09861228866811,0,0,0,0,0,0,-Inf
"8073",574186423150109696,377558714,32,34.10328,-118.34151,3,1,1,155,1,365,1,19,45,75,350,13,1,4.15,0,32,1.49,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,"Entire Unit","City of Los Angeles","Hollywood",0,1,1,261,2,2,1,9,1.09861228866811,1.20694896081258,0,2.63905732961526,5.5683445037611,31.0064605125664,172.654653976235,68121,17779581,1.42310833424261
"8074",575745026933016000,1235439,1,34.04188,-118.23387,2,1,1,150,75,365,1,0,0,22,200,4,1,5,0,1,0.57,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,"Loft","City of Los Angeles","Downtown",1,1,1,208,2,2,3,4,0.693147180559945,0.480453013918201,0,1.6094379124341,5.34233425196481,28.5405352597164,152.473079087392,43264,8998912,1.6094379124341
"8075",574263569946339712,186336359,3,34.03536,-118.47472,4,1.5,2,135,30,365,1,7,14,28,277,1,0,5,1,3,0.91,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,"Entire Unit","Other Cities","Santa Monica",0,1,1,32,2,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0.693147180559945,3.49650756146648,12.2255651273923,42.746780911128,1024,32768,1.6094379124341
"8076",576075235689091776,111130152,11,34.11484,-118.0098,6,2,3,160,1,28,1,13,43,73,163,31,3,4.45,0,10,3.48,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Entire Unit","Unincorporated Areas","Mayflower Village",0,1,1,266,3,2,1,36,1.79175946922805,3.2104019955684,1.09861228866811,3.46573590279973,5.58724865840025,31.2173475707954,174.419083333741,70756,18821096,1.49290409617815
"8077",572698616590552000,187543153,70,33.98282,-118.39204,4,2,3,250,7,365,1,9,9,9,9,1,0,5,0,56,0.11,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,"Entire Unit","Other Cities","Culver City",0,1,1,271,3,2,3,16,1.38629436111989,1.92181205567281,1.09861228866811,0.693147180559945,5.605802066296,31.4250168064885,176.1624241472,73441,19902511,1.6094379124341
"8078",576168247827807936,1120031,1,33.98775,-118.45325,4,1,2,220,30,365,1,30,60,90,145,1,0,5,0,1,0.13,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Entire Unit","City of Los Angeles","Venice",0,1,1,236,2,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0.693147180559945,5.46806014113513,29.8996817070708,163.493257775061,55696,13144256,1.6094379124341
"8079",574473105867895040,433112347,2,34.01923,-118.48968,2,1,1,237,5,1125,1,30,37,67,67,3,1,5,1,2,0.32,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,"Condominium","Other Cities","Santa Monica",0,1,1,276,2,2,3,4,0.693147180559945,0.480453013918201,0,1.38629436111989,5.62401750618734,31.6295729099017,177.885271758516,76176,21024576,1.6094379124341
"8080",572710460096070016,79286910,1,33.98059,-118.45949,4,1,1,200,1,1125,1,19,49,76,351,39,0,4.62,1,1,4.19,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,"Entire Unit","Unincorporated Areas","Marina del Rey",0,1,1,278,2,2,1,16,1.38629436111989,1.92181205567281,0,3.68887945411394,5.63121178182137,31.7105461317238,178.568800984953,77284,21484952,1.53039470509365
"8081",574608330526821376,384538646,21,34.14605,-118.25263,4,2,2,289,5,365,1,0,0,0,219,1,0,5,0,18,0.16,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,"Entire Unit","Other Cities","Glendale",1,1,1,181,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0.693147180559945,5.2040066870768,27.08168559914,140.933272955236,32761,5929741,1.6094379124341
"8082",576240323931471104,226594633,1,34.04318,-118.25108,2,1,1,150,30,365,1,18,18,18,238,3,1,5,1,1,0.42,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,"Condominium","City of Los Angeles","Downtown",0,1,1,211,2,2,3,4,0.693147180559945,0.480453013918201,0,1.38629436111989,5.35658627467201,28.6930165180046,153.696618459281,44521,9393931,1.6094379124341
"8083",576354551693520064,52417412,2,34.04897,-118.53995,5,2,2,179,30,180,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"Entire Unit","City of Los Angeles","Pacific Palisades",0,0,1,0,3,1,3,25,1.6094379124341,2.59029039398023,0.693147180559945,0,0,0,0,0,0,-Inf
"8084",573046075119566720,126644161,699,33.99142,-118.42754,2,1,1,101,31,1125,1,1,1,1,252,0,0,0,1,73,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,"Loft","City of Los Angeles","Del Rey",0,1,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"8085",573095257923792064,222634372,2,34.10285,-118.3095,2,1,1,105,30,365,1,29,59,89,364,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,"Entire Unit","City of Los Angeles","Hollywood",1,1,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"8086",576902056413468032,39866635,1,34.04119,-118.2558,4,1,2,209,1,1125,1,3,11,25,76,13,4,5,0,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,"Loft","City of Los Angeles","Downtown",0,1,1,129,2,2,1,16,1.38629436111989,1.92181205567281,0.693147180559945,2.63905732961526,4.86753445045558,23.6928916263719,115.325966222276,16641,2146689,1.6094379124341
"8087",573187265830104640,395397183,2,34.09001,-118.34608,4,1,2,122,1,365,1,6,21,51,309,25,3,4.88,0,2,3.14,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,"Entire Unit","Other Cities","West Hollywood",0,1,1,238,2,2,1,16,1.38629436111989,1.92181205567281,0.693147180559945,3.25809653802148,5.47646355193151,29.9916530356343,164.248194711827,56644,13481272,1.58514521986506
"8088",578903597233487360,292681341,58,34.116653,-118.060577,4,1,2,159,28,365,1,30,60,90,365,4,0,4.25,1,35,0.48,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,"Condominium","Other Cities","Temple City",0,1,1,251,2,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,1.6094379124341,5.52942908751142,30.5745860338174,169.060005354011,63001,15813251,1.44691898293633
"8089",578965126580548096,313024239,22,33.98177,-118.38182,3,1,1,219,30,365,1,0,0,6,280,0,0,0,1,21,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,"Entire Unit","Unincorporated Areas","Ladera Heights",0,1,1,0,2,1,3,9,1.09861228866811,1.20694896081258,0,0,0,0,0,0,0,-Inf
